"","bed","row","col","Unique.ID","diam.mm","height.cm","overhd.diam","overhd.perp","canopy.area"
"428","D",36,"D","2468",3.55,34.7,8.7,7.7,52.6138229659951
"429","D",37,"C","2050",3.79,3,6.1,5.4,25.8710155023119
"430","D",37,"D","1882",NA,NA,NA,NA,NA
"431","D",38,"C","1997",NA,NA,NA,NA,NA
"432","D",38,"D","2055",3.11,5,6.4,6.1,30.6619442990364
"433","D",39,"C","1862",1.7,3.7,4.5,4.4,15.5508836352695
"434","D",39,"D","1430",3.53,NA,NA,NA,NA
"435","D",40,"C","2340",2.21,29,1.3,0.8,0.816814089933346
"436","D",40,"D","1404",2.25,NA,NA,NA,NA
"437","D",41,"C","1913",2.35,7.8,6.5,4.6,23.4834050855837
"438","D",41,"D","2484",2.17,8.3,7.3,5.3,30.3870549418473
"439","D",42,"C","491",NA,NA,NA,NA,NA
"440","D",42,"D","76",1.61,NA,NA,NA,NA
"441","D",43,"C","363",1.63,NA,NA,NA,NA
"442","D",43,"D","2046",NA,NA,NA,NA,NA
"443","D",44,"C","385",1.85,NA,NA,NA,NA
"444","D",44,"D","2531",2.02,6.2,5.4,3.6,15.2681402964464
"445","D",45,"C","2624",NA,NA,NA,NA,NA
"446","D",45,"D","2543",2.29,3.5,3.4,2.7,7.20995513998858
"447","D",46,"C","2277",2.16,21.5,4.8,4.4,16.5876092109541
"448","D",46,"D","1972",NA,NA,NA,NA,NA
"449","D",47,"C","1682",NA,NA,NA,NA,NA
"450","D",47,"D","2065",1.87,7.3,4.9,2.4,9.23628240155399
"451","D",48,"C","1615",NA,3.4,2,1.7,2.67035375555132
"452","D",48,"D","2369",2.59,4.1,2.2,1.3,2.2462387473167
"453","D",49,"C","2192",NA,NA,NA,NA,NA
"454","D",49,"D","2387",1.84,8.4,4.1,3.3,10.6264371507675
"455","D",50,"C","2103",2.23,4.4,6,3.8,17.9070781254618
"456","D",50,"D","2542",2.21,9,2.9,3.4,7.74402589109884
"457","D",51,"C","2445",1.91,3.4,5.2,4.2,17.1530958886003
"458","D",51,"D","1839",1.99,2.8,5.8,3.6,16.3991136517387
"459","D",52,"C","2242",2.29,10.4,5.4,3.8,16.1163703129156
"460","D",52,"D","1806",2.43,6.3,4.6,4.2,15.1738925168387
"461","D",53,"C","2429",1.85,5.3,3.2,3.9,9.80176907920015
"462","D",53,"D","2346",2.74,9.4,6,5.2,24.5044226980004
"463","D",54,"C","2567",2.2,6.7,3.8,3.2,9.55044166691297
"464","D",54,"D","936",1.52,NA,NA,NA,NA
"465","D",55,"C","2235",2.27,7.2,3.7,3.4,9.8803088955399
"466","D",55,"D","1796",2.19,30.2,7.4,3,17.4358392274234
"467","D",56,"C","2166",3.13,7.5,5.8,3.8,17.3101755212798
"468","D",56,"D","2485",2.34,8.3,6.2,4.6,22.3995556200952
"469","D",57,"C","1970",1.89,4.8,5.3,3.2,13.3203528512207
"470","D",57,"D","buffer",NA,NA,NA,NA,NA
"471","D",58,"C","buffer",NA,NA,NA,NA,NA
"472","D",58,"D","buffer",NA,NA,NA,NA,NA
"473","D",59,"C","buffer",NA,NA,NA,NA,NA
"474","D",59,"D","buffer",NA,NA,NA,NA,NA
"475","E",1,"B","buffer",NA,NA,NA,NA,NA
"476","E",2,"A","buffer",NA,NA,NA,NA,NA
"477","E",2,"B","buffer",NA,NA,NA,NA,NA
"478","E",3,"A","buffer",NA,NA,NA,NA,NA
"479","E",3,"B","buffer",NA,NA,NA,NA,NA
"480","E",4,"A","2225",2.83,7.9,9,6.2,43.8252175175776
"481","E",4,"B","1998",2.2,9.3,10.2,10.6,84.9172494265321
"482","E",5,"A","2475",NA,NA,NA,NA,NA
"483","E",5,"B","2641",2.49,18.8,4.4,4.4,15.2053084433746
"484","E",6,"A",NA,NA,NA,NA,NA,NA
"485","E",6,"B","2061",2.18,5.4,6.6,5.4,27.9915905434851
"486","E",7,"A","2266",2.36,14.5,6.8,7.7,41.1234478354904
"487","E",7,"B","2534",2.51,10.1,6.8,6.3,33.6464573199467
"488","E",8,"A","2282",2.16,8.5,8.7,7.8,53.2971193681508
"489","E",8,"B","2028",2.42,9.3,9.2,9.4,67.9212331706113
"490","E",9,"A","buffer",NA,NA,NA,NA,NA
"491","E",9,"B","2132",2.55,14.3,9.9,6.4,49.7628276328623
"492","E",10,"A","399",1.83,NA,NA,NA,NA
"493","E",10,"B","2374",2.54,5.1,6.6,6.2,32.1384928462236
"494","E",11,"A","2088",2.99,6.7,8.2,5.8,37.3535366511826
"495","E",11,"B","2518",NA,NA,NA,NA,NA
"496","E",12,"A","2079",NA,NA,NA,NA,NA
"497","E",12,"B",NA,NA,NA,NA,NA,NA
"498","E",13,"A","2486",NA,NA,NA,NA,NA
"499","E",13,"B",NA,NA,NA,NA,NA,NA
"500","E",14,"A","2211",2.55,10.2,8.3,7.8,50.8466770983508
"501","E",14,"B","2025",2.17,4.7,3.8,4.2,12.5349546878233
"502","E",15,"A","2018",NA,NA,NA,NA,NA
"503","E",15,"B","1896",2.14,3.9,3.5,2.5,6.87223392972767
"504","E",16,"A","1857",1.86,6.7,4.2,3.6,11.8752202305694
"505","E",16,"B","2244",NA,NA,NA,NA,NA
"506","E",17,"A","1807",NA,NA,NA,NA,NA
"507","E",17,"B","1840",NA,NA,NA,NA,NA
"508","E",18,"A","2000",2.75,9.1,7.6,5.8,34.6203510425595
"509","E",18,"B","372",3.21,NA,NA,NA,NA
"510","E",19,"A","1605",NA,NA,NA,NA,NA
"511","E",19,"B","1975",2.46,11.6,8.6,7.7,52.009066380179
"512","E",20,"A","1684",NA,NA,NA,NA,NA
"513","E",20,"B","2367",1.97,7.3,6.7,7.3,38.4138241717692
"514","E",21,"A","2104",2.48,5.8,4.6,3.6,13.0061935858617
"515","E",21,"B","2437",2.11,13.1,7.9,3.4,21.0957946688555
"516","E",22,"A","2014",1.89,5.1,5.2,4,16.3362817986669
"517","E",22,"B","buffer",NA,NA,NA,NA,NA
"518","E",23,"A","buffer",NA,NA,NA,NA,NA
"519","E",23,"B","2524",NA,NA,NA,NA,NA
"520","E",24,"A","2584",NA,NA,NA,NA,NA
"521","E",24,"B","2400",NA,NA,NA,NA,NA
"522","E",25,"A","2332",2.49,8.9,6,4.8,22.6194671058465
"523","E",25,"B","1808",2.51,4.8,8.3,3.7,24.1195775979356
"524","E",26,"A","1713",NA,NA,NA,NA,NA
"525","E",26,"B",NA,NA,NA,NA,NA,NA
"526","E",27,"A","95",1.86,NA,NA,NA,NA
"527","E",27,"B","1841",1.75,4,5.3,4.4,18.3154851704285
"528","E",28,"A","1999",NA,NA,NA,NA,NA
"529","E",28,"B","2453",2.68,11.3,8.1,6.5,41.3512133028756
"530","E",29,"A","2106",2.43,4.2,5,5.5,21.5984494934298
"531","E",29,"B","2375",2.21,4.3,7,5.2,28.5884931476671
"532","E",30,"A",NA,NA,NA,NA,NA,NA
"533","E",30,"B",NA,NA,NA,NA,NA,NA
"534","E",41,"A","1601",2.35,11.3,6.6,6.1,31.6201300583813
"535","E",41,"B","2194",NA,NA,NA,NA,NA
"536","E",42,"A","2627",NA,NA,NA,NA,NA
"537","E",42,"B","2434",1.85,5.1,4.5,3.8,13.4303085940964
"538","E",43,"A","369",NA,NA,NA,NA,NA
"539","E",43,"B","1686",NA,1.5,2.2,1.4,2.41902634326414
"540","E",44,"A",NA,NA,NA,NA,NA,NA
"541","E",44,"B","2273",1.8,23.7,0.6,0.5,0.235619449019234
"542","E",45,"A","2208",3.1,7.1,6.8,5.2,27.7716790577338
"543","E",45,"B","1902",NA,NA,NA,NA,NA
"544","E",46,"A","2304",NA,NA,NA,NA,NA
"545","E",46,"B","2613",1.91,7.6,6.3,5.3,26.2244446758408
"546","E",47,"A",NA,NA,NA,NA,NA,NA
"547","E",47,"B","2586",2.26,11.4,5,3.2,12.5663706143592
"548","E",48,"A","2164",2.31,13.4,6.9,3.7,20.0512151115369
"549","E",48,"B","1974",2.26,11.5,9.1,6.3,45.0268767075757
"550","E",49,"A","buffer",NA,NA,NA,NA,NA
"551","E",49,"B","2503",2.69,13.4,6.4,7,35.1858377202057
"552","E",50,"A","2458",NA,NA,NA,NA,NA
"553","E",50,"B","1193",1.01,NA,NA,NA,NA
"554","E",51,"A","334",1.83,NA,NA,NA,NA
"555","E",51,"B","1800",2.33,23,2.8,3,6.59734457253857
"556","E",52,"A","buffer",NA,NA,NA,NA,NA
"557","E",52,"B","buffer",NA,NA,NA,NA,NA
"558","E",1,"C","buffer",NA,NA,NA,NA,NA
"559","E",1,"D","buffer",NA,NA,NA,NA,NA
"560","E",2,"C","buffer",NA,NA,NA,NA,NA
"561","E",2,"D","buffer",NA,NA,NA,NA,NA
"562","E",3,"C","buffer",NA,NA,NA,NA,NA
"563","E",3,"D","buffer",NA,NA,NA,NA,NA
"564","E",4,"C","1789",NA,NA,NA,NA,NA
"565","E",4,"D","2415",NA,NA,NA,NA,NA
"566","E",5,"C",NA,NA,NA,NA,NA,NA
"567","E",5,"D","2432",1.71,3.2,4.6,5.3,19.1480072236298
"568","E",6,"C","1656",NA,NA,NA,NA,NA
"569","E",6,"D",NA,NA,NA,NA,NA,NA
"570","E",7,"C","2582",NA,NA,NA,NA,NA
"571","E",7,"D","1406",3.06,NA,NA,NA,NA
"572","E",8,"C","2541",2.37,9.6,5.5,6,25.9181393921158
"573","E",8,"D","2366",3.35,11.6,11.2,9.3,81.8070726994782
"574","E",9,"C","2636",NA,NA,NA,NA,NA
"575","E",9,"D","2347",3.27,7,5.1,6.9,27.6381613699562
"576","E",10,"C","1711",NA,NA,NA,NA,NA
"577","E",10,"D","2630",NA,NA,NA,NA,NA
"578","E",11,"C","2268",2.66,12.4,8,11.2,70.3716754404114
"579","E",11,"D","2552",2.47,7.2,9.4,6,44.2964564156161
"580","E",12,"C",NA,NA,NA,NA,NA,NA
"581","E",12,"D","2007",2.51,7.5,9.1,6.8,48.6004383510341
"582","E",13,"C",NA,NA,NA,NA,NA,NA
"583","E",13,"D","1490",3.7,NA,NA,NA,NA
"584","E",14,"C","2193",2.82,6.5,10.5,6.1,50.3047523656066
"585","E",14,"D","2394",NA,NA,NA,NA,NA
"586","E",15,"C","2498",NA,NA,NA,NA,NA
"587","E",15,"D",NA,NA,NA,NA,NA,NA
"588","E",16,"C","2272",3.12,16.6,9.1,8.8,62.8946849248677
"589","E",16,"D",NA,NA,NA,NA,NA,NA
"590","E",17,"C","1657",NA,NA,NA,NA,NA
"591","E",17,"D","2174",3.22,13.5,5.5,7,30.2378292908018
"592","E",18,"C","2057",2.83,11.5,7.4,8.2,47.6579605549572
"593","E",18,"D","2122",2.03,8.2,5.6,4.3,18.9123877746106
"594","E",19,"C","2040",2.29,5.4,7.8,7.4,45.3331819913007
"595","E",19,"D","buffer",NA,NA,NA,NA,NA
"596","E",20,"C","2190",NA,NA,NA,NA,NA
"597","E",20,"D","2626",NA,NA,NA,NA,NA
"598","E",21,"C","1781",2.94,15,7.5,8,47.1238898038469
"599","E",21,"D","2416",2.49,2.8,6.1,5,23.9546439836222
"600","E",22,"C","2036",3.28,7.2,6.5,4.6,23.4834050855837
"601","E",22,"D","2428",2.32,3.5,3.4,4,10.6814150222053
"602","E",23,"C","2409",1.94,3.8,3.6,3.5,9.89601685880785
"603","E",23,"D","2325",2.49,4.3,5.8,5,22.776546738526
"604","E",24,"C","2585",1.71,5.6,5.4,6.8,28.8398205599543
"605","E",24,"D","2502",2.74,3.8,6,5.1,24.0331837999619
"606","E",25,"C","2080",3.81,11.5,7.6,8.2,48.946013542929
"607","E",25,"D","2067",3.45,10.5,6.1,6.8,32.5783158177261
"608","E",26,"C","1623",NA,NA,NA,NA,NA
"609","E",26,"D","2091",2.68,8.8,6.2,7,34.0862802914493
"610","E",27,"C","1658",NA,NA,NA,NA,NA
"611","E",27,"D","79",4.4,NA,NA,NA,NA
"612","E",28,"C","2637",1.63,NA,NA,NA,NA
"613","E",28,"D","1870",3.44,9.8,10.1,9.5,75.3589537779852
"614","E",29,"C","2348",2.49,8.2,4.5,6.3,22.2660379323177
"615","E",29,"D","buffer",NA,NA,NA,NA,NA
"616","E",30,"C",NA,NA,NA,NA,NA,NA
"617","E",30,"D","buffer",NA,NA,NA,NA,NA
"618","E",41,"C","2477",3.02,7.3,3,3.1,7.30420291959627
"619","E",41,"D","2259",1.44,NA,NA,NA,NA
"620","E",42,"C","2473",2.23,6.5,4.8,6.2,23.3734493427081
"621","E",42,"D","2245",3.54,10,5.9,6,27.8030949842697
"622","E",43,"C","2648",NA,NA,NA,NA,NA
"623","E",43,"D","2134",3,11.1,6.8,6,32.0442450666159
"624","E",44,"C","2426",2.65,8,4.8,6,22.6194671058465
"625","E",44,"D","1763",3.31,20.1,6.1,4,19.1637151868977
"626","E",45,"C","buffer",NA,NA,NA,NA,NA
"627","E",45,"D","buffer",NA,NA,NA,NA,NA
"628","E",46,"C","2297",3.56,9.6,5.3,7.8,32.4683600748505
"629","E",46,"D","2628",1.4,4.5,2.9,3,6.8329640215578
"630","E",47,"C","2594",2.77,11.4,6.1,5.4,25.8710155023119
"631","E",47,"D","2011",2.97,5.8,5.5,6,25.9181393921158
"632","E",48,"C","2081",2.46,11.5,5.5,4.8,20.7345115136926
"633","E",48,"D","2568",NA,NA,NA,NA,NA
"634","E",49,"C","380",1.75,NA,NA,NA,NA
"635","E",49,"D","2600",2.17,10.6,4.3,5.1,17.223781723306
"636","E",50,"C","1809",2.34,6.8,6,3.8,17.9070781254618
"637","E",50,"D","2308",2.56,11.5,3,3,7.06858347057703
"638","E",51,"C","1715",2.14,NA,NA,NA,NA
"639","E",51,"D","2385",NA,NA,NA,NA,NA
"640","E",52,"C","buffer",NA,NA,NA,NA,NA
"641","E",52,"D","buffer",NA,NA,NA,NA,NA
"642","F",1,"A","buffer",NA,NA,NA,NA,NA
"643","F",1,"B","buffer",NA,NA,NA,NA,NA
"644","F",2,"A","buffer",NA,NA,NA,NA,NA
"645","F",2,"B","buffer",NA,NA,NA,NA,NA
"646","F",3,"A","buffer",NA,NA,NA,NA,NA
"647","F",3,"B","buffer",NA,NA,NA,NA,NA
"648","F",4,"A.","1842",3.32,5.3,5,5.4,21.2057504117311
"649","F",4,"B","2528",2.96,9.2,6.5,3.8,19.399334635917
"650","F",5,"A","1783",NA,NA,NA,NA,NA
"651","F",5,"B",NA,NA,NA,NA,NA,NA
"652","F",6,"A","2333",3.99,27,8,7.8,49.0088453960008
"653","F",6,"B","2377",NA,NA,NA,NA,NA
"654","F",7,"A","1859",1.56,4.4,3.3,3.1,8.0346232115559
"655","F",7,"S","buffer",NA,NA,NA,NA,NA
"656","F",8,"A","2048",2.11,6.1,4.8,2.5,9.42477796076938
"657","F",8,"B","2015",2.26,7.3,6,5.3,24.9756615960389
"658","F",9,"A","2449",NA,NA,NA,NA,NA
"659","F",9,"B","1892",NA,NA,NA,NA,NA
"660","F",10,"A","2616",NA,NA,NA,NA,NA
"661","F",10,"B","1659",2.08,4.6,6.5,3.8,19.399334635917
"662","F",11,"A","2288",2.09,NA,NA,NA,NA
"663","F",11,"B","2533",2.65,6.8,5.7,4,17.9070781254618
"664","F",12,"A","2494",NA,NA,NA,NA,NA
"665","F",12,"B","2136",2.32,6.7,7.4,4.6,26.7349534820491
"666","F",13,"A","2109",2.49,4.3,6,5.8,27.3318560862312
"667","F",13,"B","buffer",NA,NA,NA,NA,NA
"668","F",14,"A","1662",NA,NA,NA,NA,NA
"669","F",14,"B","2433",2.89,6.4,2.8,4,8.79645943005142
"670","F",15,"A","2631",3.12,13,5.3,3.3,13.7366138778214
"671","F",15,"B","2611",2.39,11.5,6.4,7.4,37.1964570185032
"672","F",16,"A","1463",1.32,NA,NA,NA,NA
"673","F",16,"B","2196",2.74,8.8,5.1,4.5,18.0248878499714
"674","F",17,"A","2289",3.15,13.3,5.1,4.2,16.8232286599733
"675","F",17,"B","1912",2.8,9,7,5.6,30.78760800518
"676","F",18,"A","2035",2.84,7.3,5.3,8.5,35.382187261055
"677","F",18,"B","2459",2.03,4.6,8,9.2,57.8053048260522
"678","F",19,"A","1989",2.19,6.5,8,7.1,44.6106156809751
"679","F",19,"B","2341",2.5,19,4,3.2,10.0530964914873
"680","F",20,"A","buffer",NA,NA,NA,NA,NA
"681","F.",20,"B","2603",NA,NA,NA,NA,NA
"682","F",21,"A","2110",2.67,6.8,8.1,4,25.4469004940773
"683","F",21,"B","2350",NA,NA,NA,NA,NA
"684","F",22,"A","buffer",NA,NA,NA,NA,NA
"685","F",22,"B","2010",2.93,8.6,10.5,9.6,79.1681348704628
"686","F",23,"A","1602",3.6,11.5,11.8,9.3,86.189594451236
"687","F",23,"B","2462",NA,NA,NA,NA,NA
"688","F",24,"A","2247",2.73,9.2,5.3,5.8,24.1431395428376
"689","F",24,"B","2027",2.68,5,7.3,6,34.4004395568082
"690","F",25,"A","buffer",NA,NA,NA,NA,NA
"691","F",25,"B","2530",3.12,6,4,5.8,18.2212373908208
"692","F",26,"A","1811",NA,4.6,NA,NA,NA
"693","F",26,"B","1692",3.84,4.6,7.1,3,16.7289808803656
"694","F",27,"A","2514",2.84,6.6,6.5,4.4,22.462387473167
"695","F",27,"B","2581",2.22,6.3,4.5,5,17.6714586764426
"696","F",28,"A","1724",3.23,21.1,4.5,4.3,15.1974544617406
"697","F",28,"B","2571",NA,NA,NA,NA,NA
"698","F",29,"A",NA,NA,NA,NA,NA,NA
"699","F",29,"B",NA,NA,NA,NA,NA,NA
"700","F",39,"A","861",2.02,NA,NA,NA,NA
"701","F",39,"B","buffer",NA,NA,NA,NA,NA
"702","F",40,"A","buffer",NA,NA,NA,NA,NA
"703","F",40,"B",NA,NA,NA,NA,NA,NA
"704","F",41,"A","1880",2.81,6.3,6,3.8,17.9070781254618
"705","F",41,"B","buffer",NA,NA,NA,NA,NA
"706","F",42,"A","1773",NA,NA,NA,NA,NA
"707","F",42,"B","1924",NA,NA,NA,NA,NA
"708","F",43,"A","1959",2.21,3,1.6,2.5,3.14159265358979
"709","F",43,"B","2285",2.61,20.6,6.5,4.3,21.9518786669587
"710","F",44,"A","2214",2.89,5.8,9.5,6.6,49.24446484502
"711","F",44,"B","2570",2.15,33.8,9.5,3.3,24.62223242251
"712","F",45,"A","1871",2.12,7.6,6.6,5.5,28.5099533313274
"713","F",45,"B","2290",1.84,9.3,5.2,5.4,22.0539804282004
"714","F",46,"A","buffer",NA,NA,NA,NA,NA
"715","F",46,"B","buffer",NA,NA,NA,NA,NA
"716","F",47,"A","buffer",NA,NA,NA,NA,NA
"717","F",47,"B","buffer",NA,NA,NA,NA,NA
"718","F",1,"C","buffer",NA,NA,NA,NA,NA
"719","F",1,"D","buffer",NA,NA,NA,NA,NA
"720","F",2,"C","buffer",NA,NA,NA,NA,NA
"721","F",2,"D","buffer",NA,NA,NA,NA,NA
"722","F",3,"C","buffer",NA,NA,NA,NA,NA
"723","F",3,"D","buffer",NA,NA,NA,NA,NA
"724","F",4,"C","2349",2.18,7.1,8,7.5,47.1238898038469
"725","F",4,"D","2482",1.74,5.4,2.6,2.4,4.90088453960008
"726","F",5,"C","1688",NA,NA,NA,NA,NA
"727","F",5,"D","2497",2.02,8,4.8,4.3,16.2106180925233
"728","F",6,"C",NA,NA,NA,NA,NA,NA
"729","F",6,"D","565",1.25,25.7,2.7,2.1,4.45320758646353
"730","F",7,"C","2002",1.86,6.5,4.6,3.4,12.2836272755361
"731","F",7,"D","2117",NA,NA,NA,NA,NA
"732","F",8,"C","buffer",NA,NA,NA,NA,NA
"733","F",8,"D","2267",2.49,19.8,4.4,4.2,14.5141580595848
"734","F",9,"C","2087",2.84,8.4,9.1,6,42.8827397215007
"735","F",9,"D","2195",2.87,11.8,9,7.6,53.7212343763855
"736","F",10,"C","2189",NA,5,NA,NA,NA
"737","F",10,"D","2474",2.3,7.8,4.8,5.4,20.3575203952619
"738","F",11,"C","2281",3.29,16.6,8.3,7.3,47.5872747202514
"739","F",11,"D","2511",2.72,8.3,10.1,8.8,69.8061887627652
"740","F",12,"C","2246",2.89,10.6,8.5,7.4,49.4015444776995
"741","F",12,"D","buffer",NA,NA,NA,NA,NA
"742","F",13,"C","buffer",NA,NA,NA,NA,NA
"743","F",13,"D","2481",NA,NA,NA,NA,NA
"744","F",14,"C","2404",2.26,6.3,7.4,4.9,28.4785374047915
"745","F",14,"D","2447",NA,NA,NA,NA,NA
"746","F",15,"C","2334",2.44,22.3,5.3,4.4,18.3154851704285
"747","F",15,"D","2371",1.76,4.6,5.2,4.4,17.9699099785336
"748","F",16,"C","2294",2.01,7.6,5.1,4.3,17.223781723306
"749","F",16,"D","2126",3.61,28,8.8,8.8,60.8212337734984
"750","F",17,"C","1771",NA,NA,NA,NA,NA
"751","F",17,"D","buffer",NA,NA,NA,NA,NA
"752","F",18,"C","2298",2.83,7.7,9,4.4,31.101767270539
"753","F",18,"D","64",2.92,NA,NA,NA,NA
"754","F",19,"C","2167",2.42,10.4,9.6,7.1,53.5327388171701
"755","F",19,"D","2506",2.3,7.5,6.5,7.3,37.2671428532089
"756","F",20,"C","2262",2.43,14.1,6,5.5,25.9181393921158
"757","F",20,"D","381",2.37,NA,NA,NA,NA
"758","F",21,"C","1869",NA,NA,NA,NA,NA
"759","F",21,"D",NA,NA,NA,NA,NA,NA
"760","F",22,"C","buffer",NA,NA,NA,NA,NA
"761","F",22,"D","2443",2.34,5.4,5.5,3.7,15.9828526251381
"762","F",23,"C","2082",NA,NA,NA,NA,NA
"763","F",23,"D","1843",2.06,5.1,7.4,6.6,38.3588463003314
"764","F",24,"C","2271",NA,NA,NA,NA,NA
"765","F",24,"D","2629",NA,NA,NA,NA,NA
"766","F",25,"C","2545",2,4.1,5.5,5.4,23.3263254529042
"767","F",25,"D","2448",NA,NA,NA,NA,NA
"768","F",26,"C","2139",2.79,9.7,6.8,6,32.0442450666159
"769","F",26,"D","2587",1.83,7.1,5.5,4.2,18.1426975744811
"770","F",27,"C","2016",1.78,6.5,4.9,3.3,12.6998883021367
"771","F",27,"D","1914",1.92,4.2,2.9,4.2,9.56614963018092
"772","F",28,"C","2438",1.68,7.1,4.1,3.9,12.5585166327252
"773","F",28,"D","2003",NA,NA,NA,NA,NA
"774","F",29,"C",NA,NA,NA,NA,NA,NA
"775","F",29,"D",NA,NA,NA,NA,NA,NA
"776","F",40,"C","1983",1.79,6.5,4.8,3,11.3097335529233
"777","F",40,"D","2529",2.49,7.3,7.1,5.9,32.9003290647191
"778","F",41,"C","1693",3.89,3.7,7,4.8,26.3893782901543
"779","F",41,"D","314",2.84,NA,NA,NA,NA
"780","F",42,"C","2013",NA,NA,NA,NA,NA
"781","F",42,"D","2315",2.49,6.8,7.3,3.6,20.6402637340849
"782","F",43,"C","2401",1.79,2.7,5.2,4.5,18.3783170235003
"783","F",43,"D","1725",2.62,21.3,4.5,4.1,14.4905961146829
"784","F",44,"C","buffer",NA,NA,NA,NA,NA
"785","F",44,"D","2140",1.97,38.5,8.9,7.1,49.6293099450848
"786","F",45,"C","2407",2.13,6.7,5.9,4.9,22.7058609038202
"787","F",45,"D","2546",1.93,7.9,4.6,2.8,10.1159283445591
"788","F",46,"C","buffer",NA,NA,NA,NA,NA
"789","F",46,"D","buffer",NA,NA,NA,NA,NA
"790","F",47,"C","buffer",NA,NA,NA,NA,NA
"791","F",47,"D","buffer",NA,NA,NA,NA,NA
"792","G",1,"A","buffer",NA,NA,NA,NA,NA
"793","G",1,"B","buffer",NA,NA,NA,NA,NA
"794","G",2,"A","buffer",NA,NA,NA,NA,NA
"795","G",2,"B","buffer",NA,NA,NA,NA,NA
"796","G",3,"A","buffer",NA,NA,NA,NA,NA
"797","G",3,"B","buffer",NA,NA,NA,NA,NA
"798","G",4,"A","2460",2.65,5.3,5,5.6,21.9911485751286
"799","G",4,"B","2053",2.94,11,12.3,9.1,87.9096164290764
"800","G",5,"A","1812",NA,NA,NA,NA,NA
"801","G",5,"B","2491",3.31,6.1,7.5,7.4,43.5895980685584
"802","G",6,"A","2092",2.23,4.9,7,6.2,34.0862802914493
"803","G",6,"B","1604",2.43,6.6,4.5,3.7,13.0768794205675
"804","G",7,"A","2335",2.76,46.6,11.3,7.5,66.5624943479338
"805","G",7,"B","2351",2.83,10.2,8.6,5.5,37.1493331286993
"806","G",8,"A","2513",NA,NA,NA,NA,NA
"807","G",8,"B","2112",NA,NA,NA,NA,NA
"808","G",9,"A","2299",3.56,9.8,7.5,6.6,38.8772090881737
"809","G",9,"B","1845",2.36,10.8,11.9,8,74.7699051554371
"810","G",10,"A","2588",3.12,10.2,7.7,8.9,53.8233361376271
"811","G",10,"B","2248",NA,NA,NA,NA,NA
"812","G",11,"A","2232",NA,NA,NA,NA,NA
"813","G",11,"B","2372",2.67,6.6,6.8,6.5,34.7145988221672
"814","G",12,"A","2263",2.48,8.9,5.6,5.6,24.630086404144
"815","G",12,"B","2436",2.81,8.9,8,6.5,40.8407044966673
"816","G",13,"A","2021",1.45,2.4,2.6,2.1,4.28827397215007
"817","G",13,"B","buffer",NA,NA,NA,NA,NA
"818","G",14,"A","2547",NA,NA,NA,NA,NA
"819","G",14,"B","2250",3.16,10.2,6.9,7.8,42.2701291540507
"820","G",15,"A","2280",NA,NA,NA,NA,NA
"821","G",15,"B","1814",2.91,10.1,11.7,5.8,53.2971193681508
"822","G",16,"A","1797",2.92,15.7,4,4.5,14.1371669411541
"823","G",16,"B","2435",2.26,4.4,3.6,2.5,7.06858347057703
"824","G",17,"A","2572",3.03,10.5,8.5,6.8,45.3960138443725
"825","G",17,"B","1925",2.77,6.7,7.5,6.2,36.5210145979813
"826","G",18,"A","2264",NA,NA,NA,NA,NA
"827","G",18,"B","2508",1.94,6.7,6,5,23.5619449019234
"828","G",19,"A","2441",NA,4.1,1.5,2.5,2.94524311274043
"829","G",19,"B","2215",2.6,6.6,6.4,5.3,26.6407057024414
"830","G",20,"A","2599",NA,NA,NA,NA,NA
"831","G",20,"B","2589",NA,NA,NA,NA,NA
"832","G",21,"A","1846",0.98,3.4,1.5,1,1.17809724509617
"833","G",21,"B","2184",2.22,22.6,7.7,5,30.2378292908018
"834","G",22,"A","2084",2.59,13.5,6.5,7.2,36.7566340470006
"835","G",22,"B","2424",NA,NA,NA,NA,NA
"836","G",23,"A","1776",1.72,18.6,3,2,4.71238898038469
"837","G",23,"B","2198",2.39,7.3,9.5,5.4,40.2909257822891
"838","G",24,"A","1694",2.73,4.1,3.5,2.5,6.87223392972767
"839","G",24,"B","2536",2.08,5.3,5.4,3.8,16.1163703129156
"840","G",25,"A","2355",2.28,9.7,12.6,5.1,50.46968597992
"841","G",25,"B","2456",NA,NA,NA,NA,NA
"842","G",26,"A","2561",2.02,7,3.9,3.6,11.0269902141002
"843","G",26,"B","2496",NA,NA,NA,NA,NA
"844","G",27,"A","buffer",NA,NA,NA,NA,NA
"845","G",27,"B","2612",NA,NA,NA,NA,NA
"846","G",28,"A","2144",2.74,8.8,6.8,3.6,19.2265470399695
"847","G",28,"B","2565",2.78,8.2,6,4.9,23.090706003885
"848","G",29,"A","2251",2.69,10.7,6.3,5.8,28.6984488905428
"849","G",29,"B","2216",1.78,6.3,3.8,3,8.95353906273091
"850","G",30,"A","195",1.18,NA,NA,NA,NA
"851","G",30,"B","2157",3.85,18.8,5.5,5.2,22.462387473167
"852","G",31,"A","2469",2.44,7.3,7,6.8,37.3849525777185
"853","G",31,"B","2615",1.78,5.8,5.8,2.7,12.299335238804
"854","G",32,"A","2287",3.22,10.6,8.8,8,55.2920307031804
"855","G",32,"B","2199",2.61,10.6,6.8,5.8,30.9761035643954
"856","G",33,"A","2465",1.28,12.6,7.2,3.8,21.4884937505542
"857","G",33,"B","2500",1.87,6.6,4,3.5,10.9955742875643
