"","bed","row","col","Unique.ID","diam.mm","height.cm","overhd.diam","overhd.perp","canopy.area"
"858","G",34,"A","1847",3.07,4.8,4.8,3,11.3097335529233
"859","G",34,"B","2114",2.3,6.4,5.8,3.9,17.7657064560503
"860","G",35,"A","2535",1.97,6.3,5,4.5,17.6714586764426
"861","G",35,"B","2188",NA,NA,NA,NA,NA
"862","G",36,"A","2548",2.2,6.8,6.6,5.7,29.546678907012
"863","G",36,"B","1732",1.56,29,5.2,1.8,7.35132680940012
"864","G",37,"A","buffer",NA,NA,NA,NA,NA
"865","G",37,"B","2527",NA,NA,NA,NA,NA
"866","G",38,"A","1697",2.71,3.9,4.3,3.9,13.1711272001752
"867","G",38,"B","1330",2.54,NA,NA,NA,NA
"868","G",39,"A","2618",NA,NA,NA,NA,NA
"869","G",39,"B","2094",1.91,4.4,7,5.1,28.0387144332889
"870","G",40,"A","2171",2.41,12.6,6.4,4.1,20.608847807549
"871","G",40,"B","2270",1.98,13.7,4.9,3.1,11.9301981020072
"872","G",41,"A","2229",2.76,9,5,3.3,12.9590696960579
"873","G",41,"B","706",2.08,NA,NA,NA,NA
"874","G",42,"A","buffer",NA,NA,NA,NA,NA
"875","G",42,"B","1464",1.92,NA,NA,NA,NA
"876","G",43,"A","buffer",NA,NA,NA,NA,NA
"877","G",44,"A","buffer",NA,NA,NA,NA,NA
"878","G",44,"B","buffer",NA,NA,NA,NA,NA
"879","G",45,"A","buffer",NA,NA,NA,NA,NA
"880","G",45,"B","buffer",NA,NA,NA,NA,NA
"881","G",1,"C","buffer",NA,NA,NA,NA,NA
"882","G",1,"D","buffer",NA,NA,NA,NA,NA
"883","G",2,"C","buffer",NA,NA,NA,NA,NA
"884","G",2,"D","buffer",NA,NA,NA,NA,NA
"885","G",3,"C","buffer",NA,NA,NA,NA,NA
"886","G",3,"D","buffer",NA,NA,NA,NA,NA
"887","G",4,"C","2632",NA,NA,NA,NA,NA
"888","G",4,"D","1100",4.65,NA,NA,NA,NA
"889","G",5,"C","2083",3,20.6,5.5,3.1,13.3910386859265
"890","G",5,"D","YO7_5_7",1.22,4,2.5,1.7,3.33794219443915
"891","G",6,"C","2537",2.47,7.4,8.8,6.5,44.924774946334
"892","G",6,"D","2560",1.91,3.6,3,3.5,8.24668071567321
"893","G",7,"C","2306",NA,NA,NA,NA,NA
"894","G",7,"D","2024",3.43,5.3,5.6,3.7,16.2734499455951
"895","G",8,"C","2598",2.18,6.1,6,5.3,24.9756615960389
"896","G",8,"D","530",1.73,NA,NA,NA,NA
"897","G",9,"C","2008",2.83,7.1,6.6,6,31.101767270539
"898","G",9,"D","buffer",NA,NA,NA,NA,NA
"899","G",10,"C","2197",2.49,7.4,7.5,4.3,25.3290907695677
"900","G",10,"D","buffer",NA,NA,NA,NA,NA
"901","G",11,"C","2495",2.04,8.5,4.3,3,10.1316363078271
"902","G",11,"D","2089",2.79,6,5.5,4.2,18.1426975744811
"903","G",12,"C","buffer",NA,NA,NA,NA,NA
"904","G",12,"D","buffer",NA,NA,NA,NA,NA
"905","G",13,"C","2645",2.9,18.1,5.5,4.8,20.7345115136926
"906","G",13,"D","1729",3.12,15.2,5.4,5.5,23.3263254529042
"907","G",14,"C","2142",2.77,9.1,6.2,5,24.3473430653209
"908","G",14,"D","2352",NA,NA,NA,NA,NA
"909","G",15,"C",NA,NA,NA,NA,NA,NA
"910","G",15,"D","2639",NA,NA,NA,NA,NA
"911","G",16,"C","1979",2.73,6.8,4.6,3.6,13.0061935858617
"912","G",16,"D","1863",2.63,4.8,2.6,3.5,7.14712328691678
"913","G",17,"C","2517",NA,NA,NA,NA,NA
"914","G",17,"D",NA,NA,NA,NA,NA,NA
"915","G",18,"C","2300",2.58,5.3,5.7,5.5,24.62223242251
"916","G",18,"D","2553",1.75,4.5,3.4,3.9,10.4143796466502
"917","G",19,"C","2464",NA,NA,NA,NA,NA
"918","G",19,"D","2556",NA,NA,NA,NA,NA
"919","G",20,"C","2614",NA,NA,NA,NA,NA
"920","G",20,"D","2295",2.42,10.5,5.7,5.4,24.1745554693735
"921","G",21,"C","2233",2.72,6.6,6.5,5.5,28.0779843414588
"922","G",21,"D","2336",2.95,8,6.3,6,29.6880505764235
"923","G",22,"C","2439",2.76,6.1,5.3,6.1,25.3919226226395
"924","G",22,"D",NA,NA,NA,NA,NA,NA
"925","G",23,"C","buffer",NA,NA,NA,NA,NA
"926","G",23,"D",NA,NA,NA,NA,NA,NA
"927","G",24,"C","2093",2.42,4,6,2.3,10.8384946548848
"928","G",24,"D","2327",2.27,3.9,4.2,3.5,11.5453530019425
"929","G",25,"C","1891",3.23,5,5.3,3.4,14.152874904422
"930","G",25,"D","1991",NA,NA,NA,NA,NA
"931","G",26,"C","2650",NA,NA,NA,NA,NA
"932","G",26,"D","2313",2.73,4.6,7.3,5,28.6670329640069
"933","G",27,"C","1890",NA,NA,NA,NA,NA
"934","G",27,"D","2562",NA,NA,NA,NA,NA
"935","G",28,"C","2590",NA,NA,NA,NA,NA
"936","G",28,"D","2310",2.28,4.8,2.5,1.8,3.53429173528852
"937","G",29,"C","2074",1.88,4.5,5.3,4.5,18.7317461970291
"938","G",29,"D",NA,NA,NA,NA,NA,NA
"939","G",30,"C","2635",2,14.2,6,4.5,21.2057504117311
"940","G",30,"D","2575",NA,NA,NA,NA,NA
"941","G",31,"C","2019",NA,NA,NA,NA,NA
"942","G",31,"D","1765",2.38,15.5,5.6,4.8,21.1115026321234
"943","G",32,"C","1815",2.5,4.3,7,4.5,24.7400421470196
"944","G",32,"D","1872",2.42,5.8,4.5,3,10.6028752058656
"945","G",33,"C","2421",2.6,5.6,4.5,3.5,12.3700210735098
"946","G",33,"D","2604",NA,NA,NA,NA,NA
"947","G",34,"C","238",2.02,NA,NA,NA,NA
"948","G",34,"D","2275",1.62,NA,NA,NA,NA
"949","G",35,"C","1394",1.9,NA,NA,NA,NA
"950","G",35,"D","2301",2.87,6.5,4.7,3.7,13.6580740614816
"951","G",36,"C","1240",1.63,NA,NA,NA,NA
"952","G",36,"D","733",2.22,NA,NA,NA,NA
"953","G",37,"C","2049",NA,NA,NA,NA,NA
"954","G",37,"D","261",1.68,20.7,3.4,0.3,0.801106126665397
"955","G",38,"C","1930",2.66,6.6,5.5,5.6,24.1902634326414
"956","G",38,"D","1447",1.95,NA,NA,NA,NA
"957","G",39,"C","2321",1.96,6.7,3.5,3.3,9.07134878724053
"958","G",39,"D","2337",NA,6.8,1.3,0.9,0.918915851175015
"959","G",40,"C","2293",2.68,1.4,NA,NA,NA
"960","G",40,"D","1624",3.81,9.2,4.3,4.5,15.1974544617406
"961","G",41,"C","2378",2.71,9,5,3.8,14.9225651045515
"962","G",41,"D","2512",1.16,2.8,2.5,2.3,4.51603943953533
"963","G",42,"C","2358",3.41,9.3,5.7,5.8,25.9652632819196
"964","G",42,"D","buffer",NA,NA,NA,NA,NA
"965","G",44,"C","buffer",NA,NA,NA,NA,NA
"966","G",44,"D","buffer",NA,NA,NA,NA,NA
"967","G",45,"C","buffer",NA,NA,NA,NA,NA
"968","G",45,"D","buffer",NA,NA,NA,NA,NA
"969","H",23,"B","734",2.31,NA,NA,NA,NA
"970","I",9,"B","391",1.94,NA,NA,NA,NA
"971","I",10,"A","1272",1.09,NA,NA,NA,NA
"972","I",11,"A","1250",1.42,NA,NA,NA,NA
