bed ,row ,col ,unique.ID ,phen ,diam.mm ,num.flw ,num.fruit ,long.fruit.cm ,total.branch ,overhd.diam ,overhd.perp ,survey.date ,collected.date ,survey.notes
D ,59,A ,114,,,,,,,,,,,
D ,59,B ,buffer ,,,,,,,,,,,
D ,1,C ,buffer ,,,,,,,,,,,
D ,1,D ,buffer ,,,,,,,,,,,
D ,2,C ,buffer ,,,,,,,,,,,
D ,2,D ,buffer ,,,,,,,,,,,
D ,3,C ,buffer ,,,,,,,,,,,
D ,3,D ,buffer ,,,,,,,,,,,
D ,4,C ,488,,,,,,,,,,,6/25/24 wilted 
D ,4,D ,504,,,,,,,,,,,7/2 wilted 
D ,5,C ,772,,,,,,,,,,,7/2 wilted 
D ,5,D ,165,,,,,,,,,,,
D ,7,C ,213,,,,,,,,,,,7/2 wilted 
D ,8,D ,345,,,,,,,,,,,6/25/24 wilted 7/2 wilted 
D ,9,C ,1400,,,,,,,,,,,6/25/24 wilted 7/2 wilted 
D ,9,D ,135,,,,,,,,,,,
D ,10,C ,986,X ,NA ,0,0,NA ,NA ,NA ,NA ,9/24/24,NA ,7/2 wilted 
D ,10,D ,552,V ,1.62,0,0,NA ,1,5.5,4.6,10/23/24,,height 9.9 
D ,11,C ,482,,,,,,,,,,,
D ,11,D ,359,X ,1.32,0,0,NA ,1,1,0.5,10/23/24,,height: 4.6 
D ,12,C ,144,V ,1.34,0,0,NA ,1,2.5,2.2,10/23/24,,height: 3.8 
D ,12,D ,NA ,,,,,,,,,,,
D ,13,C ,755,,,,,,,,,,,7/2 wilted 
D ,13,D ,1159,,,,,,,,,,,
D ,14,C ,934,,,,,,,,,,,7/2 wilting 
D ,14,D ,180,,,,,,,,,,,6/25/24 wilted 
D ,15,C ,324,,,,,,,,,,,7/2 wilting 
D ,15,D ,102,,,,,,,,,,,
D ,16,C ,1510,,,,,,,,,,,
D ,16,D ,396,,,,,,,,,,,
D ,17,C ,1176,,,,,,,,,,,7/2 wilting 
D ,17,D ,1084,,,,,,,,,,,
D ,18,C ,1281,,,,,,,,,,,
D ,18,D ,548,,,,,,,,,,,
D ,19,C ,578,,,,,,,,,,,
D ,19,D ,1005,,,,,,,,,,,
D ,20,C ,509,,,,,,,,,,,6/25/24 wilted 
D ,20,D ,525,X ,1.02,0,0,NA ,NA ,NA ,NA ,9/24/24,NA ,
D ,21,C ,53,V ,2.09,0,0,NA ,1,3.3,1.8,10/23/24,,height: 4.4 
D ,21,D ,252,,,,,,,,,,,7/9/24 wilted 
D ,22,C ,1345,,,,,,,,,,,6/25/24 roots exposed 
D ,22,D ,815,V ,1.44,0,0,NA ,1,4,2.8,10/23/24,,height: 3.6 
D ,23,C ,338,,,,,,,,,,,
D ,23,D ,704,,,,,,,,,,,6/25/24 roots exposed 
D ,24,C ,348,X ,NA ,0,0,NA ,NA ,NA ,NA ,9/24/24,NA ,7/9/24 wilted 
D ,24,D ,301,,,,,,,,,,,
D ,25,C ,CC_2_9 ,,,,,,,,,,,6/25/24 stem snapped 
D ,25,D ,882,,,,,,,,,,,7/9 wilted 
D ,26,C ,SC_8_15 ,P ,3.82,0,14,6.4,1,,,8/27/24,10/2/24,8/20 tape 10/2 10 harvested 
D ,26,D ,911,,,,,,,,,,,7/2 wilting 
D ,27,C ,562,,,,,,,,,,,
D ,27,D ,1114,,,,,,,,,,,
D ,28,C ,740,,,,,,,,,,,
D ,28,D ,483,,,,,,,,,,,6/25/24 no leaves 
D ,29,C ,NA ,,,,,,,,,,,
D ,29,D ,NA ,,,,,,,,,,,
D ,30,C ,1469,V ,1.37,0,0,NA ,1,2.9,2.8,10/23/24,,height: 5.9 
D ,30,D ,NA ,,,,,,,,,,,
D ,31,C ,NA ,,,,,,,,,,,
D ,31,D ,NA ,,,,,,,,,,,
D ,32,C ,767,,,,,,,,,,,
D ,32,D ,1402,,,,,,,,,,,
D ,33,C ,150,,,,,,,,,,,7/2 wilting 
D ,33,D ,129,,,,,,,,,,,
D ,34,C ,879,,,,,,,,,,,6/25/24 wilted and uprooted 
D ,34,D ,601,,,,,,,,,,,6/25/24 wilted 
D ,35,C ,127,,,,,,,,,,,
D ,35,D ,228,,,,,,,,,,,Dead at planting 
D ,36,C ,204,V ,1.05,0,0,NA ,1,3.2,2.9,10/23/24,,height: 3.6 
D ,36,D ,640,,,,,,,,,,,6/25/24 roots exposed 7/2 wilting 
D ,37,C ,1189,,,,,,,,,,,7/2 wilting 
D ,37,D ,312,X ,0.85,0,0,NA ,1,3.1,2,10/16/24,,
D ,38,C ,1269,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,10/16/24,NA ,10/16 missing 
D ,38,D ,1339,,,,,,,,,,,6/25/24 wilted 
D ,39,C ,397,,,,,,,,,,,
D ,39,D ,253,,,,,,,,,,,
D ,40,C ,IH_5_8 ,,,,,,,,,,,6/25/24 wilting 
D ,40,D ,1430,V ,2.29,0,0,NA ,1,5,4.7,10/23/24,,height 8.1 
D ,41,C ,1165,,,,,,,,,,,7/2 wilting 
D ,41,D ,1404,V ,1.57,0,0,NA ,1,5.4,3.1,10/23/24,,height:7.0 
D ,42,C ,161,X ,NA ,0,0,NA ,NA ,NA ,NA ,9/24/24,NA ,
D ,42,D ,795,,,,,,,,,,,
D ,43,C ,491,V ,1.45,0,0,NA ,1,3.1,2.8,10/23/24,,height: 7.5 
D ,43,D ,76,V ,1.92,0,0,NA ,1,3,2,10/23/24,,height: 8.0 
D ,44,C ,363,V ,2.89,0,0,NA ,1,1.8,1.5,10/23/24,,height: 5.5 
D ,44,D ,297,,,,,,,,,,,
D ,45,C ,385,V ,2.06,0,0,NA ,1,1,10,10/23/24,,heights 9.4 
D ,45,D ,1233,,,,,,,,,,,
D ,46,C ,542,,,,,,,,,,,Broken stem at planting 
D ,46,D ,917,,,,,,,,,,,
D ,47,C ,104,,,,,,,,,,,
D ,47,D ,758,,,,,,,,,,,
D ,48,C ,1211,,,,,,,,,,,
D ,48,D ,133,,,,,,,,,,,
D ,49,C ,212,,,,,,,,,,,6/25/24 wilting 
D ,49,D ,1313,,,,,,,,,,,6/25/24 wilting 
D ,50,C ,992,,,,,,,,,,,
D ,50,D ,1154,,,,,,,,,,,
D ,51,C ,IH_1_8 ,P ,4.29,0,28,6.1,1,,,8/24/24,9/24/24,8/20 tape 
D ,51,D ,175,,,,,,,,,,,
D ,52,C ,1271,,,,,,,,,,,
D ,52,D ,93,,,,,,,,,,,
D ,53,C ,310,,,,,,,,,,,6/25/24 wilting 
D ,53,D ,742,,,,,,,,,,,
D ,54,C ,1191,,,,,,,,,,,
D ,54,D ,762,,,,,,,,,,,
D ,55,C ,SC_4_8 ,P ,2.95,0,10,7.3,1,,,8/20/24,8/20/24,Wilting flowers 8/20 tape 
D ,55,D ,936,V ,1.44,0,0,NA ,1,3.3,2.4,10/23/24,,height: 7.0 
D ,56,C ,511,,,,,,,,,,,
D ,56,D ,608,V ,1.66,0,0,NA ,1,4.3,1.2,10/23/24,,height: 5.2 
D ,57,C ,NA ,,,,,,,,,,,
D ,57,D ,NA ,,,,,,,,,,,
D ,58,C ,buffer ,,,,,,,,,,,
D ,58,D ,buffer ,,,,,,,,,,,
D ,59,C ,buffer ,,,,,,,,,,,
D ,59,D ,buffer ,,,,,,,,,,,
E ,1,A ,buffer ,,,,,,,,,,,
E ,1,B ,buffer ,,,,,,,,,,,
E ,2,A ,buffer ,,,,,,,,,,,
E ,2,B ,buffer ,,,,,,,,,,,
E ,3,A ,buffer ,,,,,,,,,,,
E ,3,B ,buffer ,,,,,,,,,,,
E ,4,A ,NA ,,,,,,,,,,,
E ,4,B ,NA ,,,,,,,,,,,
E ,5,A ,958,,,,,,,,,,,6/25/24 wilting 
E ,5,B ,218,,,,,,,,,,,Stem bent at planting 
E ,6,B ,498,,,,,,,,,,,6/25/24 wilting 
E ,7,A ,700,,,,,,,,,,,
E ,7,B ,1496,,,,,,,,,,,7/2 wilting 
E ,8,A ,883,,,,,,,,,,,7/9 wilting 
E ,8,B ,TM2_6_2 ,,,,,,,,,,,TM2 fruiting from 2023 
E ,9,A ,928,,,,,,,,,,,6/25/24 wilted 
E ,10,A ,399,V ,2.77,0,0,NA ,1,7.5,3.2,10/23/24,,height 9.5 
E ,10,B ,727,,,,,,,,,,,6/25/24 wilted 
E ,11,A ,566,,,,,,,,,,,6/25/24 wilted 
E ,11,B ,998,,,,,,,,,,,7/2 wilting 
E ,12,A ,158,,,,,,,,,,,
E ,12,B ,1253,,,,,,,,,,,7/9 wilting 
E ,13,A ,454,,,,,,,,,,,6/25/24 wilting 
E ,14,A ,173,,,,,,,,,,,
E ,14,B ,25,,,,,,,,,,,
E ,15,A ,8,,,,,,,,,,,
E ,15,B ,777,,,,,,,,,,,6/25/24 wilted 
E ,16,A ,690,,,,,,,,,,,7/2 wilting 
E ,16,B ,206,,,,,,,,,,,6/25/24 wilted 7/2 wilting 
E ,17,A ,770,,,,,,,,,,,
E ,17,B ,944,X ,NA ,0,0,NA ,NA ,NA ,NA ,9/24/24,NA ,
E ,18,A ,916,,,,,,,,,,,
E ,18,B ,372,V ,2.42,0,0,NA ,1,4.5,2.5,10/23/24,,height: 8.2 
E ,19,A ,78,,,,,,,,,,,6/25/24 wilting 
E ,19,B ,105,,,,,,,,,,,
E ,20,A ,271,,,,,,,,,,,7/9 wilting 
E ,20,B ,94,,,,,,,,,,,6/25/24 wilted 
E ,21,A ,CC_5_10 ,P ,2.81,NA ,2,4,1,16.6,13.1,8/27/24,8/27/24,8/13 tape fruit 
E ,21,B ,NA ,,,,,,,,,,,
E ,22,A ,IH_2_10 ,,,,,,,,,,,
E ,22,B ,NA ,,,,,,,,,,,
E ,23,A ,400,V ,1.08,0,0,NA ,1,2.6,0.8,10/23/24,,height: 3.6 
E ,23,B ,WR_3_2 ,P ,4.62,0,30,6.5,1,40.9,10.1,8/27/24,9/24/24,7/16 Snapped side stem/small flowers 8/20 tape 
E ,24,A ,761,,,,,,,,,,,
E ,24,B ,431,,,,,,,,,,,
E ,25,A ,1429,,,,,,,,,,,7/2 wilting 
E ,25,B ,TM2_1_15 ,,,,,,,,,,,TM2 fruiting from 2023 
E ,26,A ,296,,,,,,,,,,,
E ,26,B ,563,,,,,,,,,,,
E ,27,A ,95,V ,1.04,0,0,NA ,1,3.1,2.7,10/23/24,,height: 2.8
E ,27,B ,1319,,,,,,,,,,,7/9 wilting 
E ,28,A ,715,,,,,,,,,,,Dead at planting 
E ,28,B ,151,,,,,,,,,,,6/25/24 wilted 
E ,29,A ,TM2_1_9 ,,,,,,,,,,,TM2 fruiting from 2023 
E ,29,B ,707,,,,,,,,,,,Very small no leaves / buried under soil at planting 
E ,41,A ,1342,,,,,,,,,,,6/25/24 wilted 
E ,41,B ,851,,,,,,,,,,,
E ,42,A ,207,,,,,,,,,,,6/25/24 wilted 
E ,42,B ,1248,,,,,,,,,,,6/25/24 wilted 
E ,43,A ,369,V ,1.43,0,0,NA ,1,2.8,1.8,10/23/24,,height'10.8 
E ,43,B ,1389,,,,,,,,,,,6/25/24 wilted 
E ,44,A ,168,,,,,,,,,,,6/25/24 wilted 
E ,44,B ,SC_4_10 ,P ,4.81,0,27,7,1,33.4,31.8,8/27/24,9/17/24,8/20 tape 
E ,45,A ,1025,,,,,,,,,,,6/25/24 plant gone 
E ,45,B ,142,,,,,,,,,,,
E ,46,A ,1147,,,,,,,,,,,
E ,46,B ,IH_3_11 ,P ,4.2,0,11,6.1,1,,,9/3/24,10/9/24,8/20 tape 1019 harvested 10 
E ,47,A ,BH_4_11 ,P ,2.9,0,20,8.1,1,13.1,9.7,8/13/24,9/3/24,
E ,47,B ,505,,,,,,,,,,,6/25/24 wilting 
E ,48,A ,SC_5_11 ,P ,4.09,0,4,5.9,1,,,9/3/24,10/9/24,10/9 full harvest 4 fruit 
E ,48,B ,1037,,,,,,,,,,,
E ,49,A ,YO7_4_3 ,P ,1.45,0,7,2.5,2,6,5.4,8/13/24,8/27/24,6/25/24 started budding last week 
E ,49,B ,TM2_6_4 ,P ,1.37,0,2,3.7,1,,,9/3/24,10/9/24,10/9 full harvest 8/20 tape / fruit 
E ,50,A ,774,,,,,,,,,,,6/25/24 wilting 
E ,50,B ,1193,V ,1.41,0,0,NA ,1,2.7,2.3,10/23/24,,height: 4.0 
E ,51,A ,334,V ,1.56,0,0,NA ,1,2.5,1.8,10/23/24,,height: 6.4 
E ,51,B ,NA ,,,,,,,,,,,
E ,52,A ,buffer ,,,,,,,,,,,
E ,52,B ,buffer ,,,,,,,,,,,
E ,53,A ,buffer ,,,,,,,,,,,
E ,53,B ,buffer ,,,,,,,,,,,
E ,1,C ,buffer ,,,,,,,,,,,
E ,1,D ,buffer ,,,,,,,,,,,
E ,2,C ,buffer ,,,,,,,,,,,
E ,2,D ,buffer ,,,,,,,,,,,
E ,3,C ,buffer ,,,,,,,,,,,
E ,3,D ,buffer ,,,,,,,,,,,
E ,4,C ,1457,,,,,,,,,,,
E ,4,D ,1234,,,,,,,,,,,
E ,5,C ,250,,,,,,,,,,,6/25/24 wilted 
E ,5,D ,875,,,,,,,,,,,
E ,6,C ,527,,,,,,,,,,,6/25/24 wilted 
E ,6,D ,743,,,,,,,,,,,
E ,7,C ,1103,,,,,,,,,,,
E ,7,D ,1406,V ,1.89,0,0,NA ,1,6.5,4.9,10/23/24,,height: 6.4
E ,8,C ,1212,,,,,,,,,,,6/25/24 rooted exposed 
E ,8,D ,486,,,,,,,,,,,6/25/24 wilting 
E ,9,C ,293,,,,,,,,,,,
E ,9,D ,1335,,,,,,,,,,,
E ,10,C ,1247,,,,,,,,,,,6/25/24 wilting 
E ,10,D ,1192,,,,,,,,,,,6/25/24 wilting 
E ,11,C ,682,,,,,,,,,,,
E ,11,D ,378,,,,,,,,,,,6/25/24 wilting 
E ,12,C ,235,,,,,,,,,,,6/25/24 wilting 
E ,12,D ,909,,,,,,,,,,,6/25/24 wilting 7/2/24 wilting 
E ,13,C ,605,,,,,,,,,,,
E ,13,D ,1490,V ,2.69,0,0,NA ,1,8.5,7.2,10/23/24,,height: 7.6 
E ,14,C ,308,,,,,,,,,,,6/25/24 wilting 
E ,14,D ,437,,,,,,,,,,,
E ,15,C ,517,,,,,,,,,,,6/25/24 wilting 
E ,16,C ,140,,,,,,,,,,,
E ,17,C ,116,,,,,,,,,,,6/25/24 wilting 
E ,17,D ,545,,,,,,,,,,,6/25/24 roots exposed 
E ,18,C ,1167,,,,,,,,,,,6/25/24 wilted 
E ,18,D ,178,,,,,,,,,,,6/25/24 wilted 
E ,19,C ,1388,,,,,,,,,,,7/2/24 wilting 
E ,19,D ,255,V ,1.12,0,0,NA ,1,2.5,2.4,10/23/24,,height: 6.0 10/23 dying 
E ,20,C ,NA ,,,,,,,,,,,
E ,20,D ,BH_2_10 ,P ,3.29,0,32,7.4,1,26.2,12.5,8/20/24,9/3/24,replaced 8/13 census date with 8/20 since census was done then 8/20 tape 
E ,21,C ,YO7_5_5 ,,,,,,,,,,,
E ,21,D ,NA ,,,,,,,,,,,
E ,22,C ,568,,,,,,,,,,,
E ,22,D ,1235,,,,,,,,,,,
E ,23,C ,BH_1_10 ,,,,,,,,,,,
E ,23,D ,IH_5_10 ,,,,,,,,,,,
E ,24,C ,272,,,,,,,,,,,6/25/24 wilted 
E ,24,D ,117,,,,,,,,,,,6/25/24 wilted 
E ,25,C ,244,,,,,,,,,,,
E ,25,D ,637,,,,,,,,,NA ,,10/16 plant missing note in its place 
E ,26,C ,106,,,,,,,,,,,
E ,26,D ,26,,,,,,,,,,,
E ,27,C ,BH 4 10 ,P ,4.2,1,24,6.5,1,23.2,8.8,9/3/24,9/17/24,8/20 tape 
E ,27,D ,79,V ,2.62,0,0,NA ,1,6.1,4.7,10/23/24,,height: 10.2 
E ,28,C ,744,,,,,,,,,,,6/25/24 roots exposed 
E ,28,D ,9,,,,,,,,,,,Very small / burried under soil at planting 
E ,29,C ,182,,,,,,,,,,,
E ,29,D ,IH 4 10 ,P ,4.46,2,10,9,1,,,9/3/24,,10/9 taped 8/20 tape 
E ,41,C ,956,,,,,,,,,,,
E ,41,D ,904,,,,,,,,,,,
E ,42,C ,1424,,,,,,,,,,,
E ,42,D ,256,,,,,,,,,,,
E ,43,C ,1259,,,,,,,,,,,
E ,43,D ,IH 1 10 ,P ,2.36,0,5,6.5,1,30,9.9,8/13/24,8/27/24,
E ,44,C ,470,,,,,,,,,,,6/25/24 wilted 
E ,44,D ,940,,,,,,,,,,,
E ,45,C ,1120,,,,,,,,,,,
E ,45,D ,471,,,,,,,,,,,
E ,46,C ,594,,,,,,,,,,,Broken stem at planting 
E ,46,D ,549,,,,,,,,,,,
E ,47,C ,216,,,,,,,,,,,6/25/24 wilted 
E ,47,D ,500,,,,,,,,,,,
E ,48,C ,328,X ,1.61,0,0,NA ,1,NA ,NA ,10/9/24,NA ,10/9 only stem 
E ,48,D ,728,,,,,,,,,,,6/25/24 wilted 
E ,49,C ,380,V ,1.87,0,0,NA ,1,3,1.6,10/23/24,,height: 8.9 
E ,49,D ,519,,,,,,,,,,,
E ,50,C ,318,,,,,,,,,,,
E ,50,D ,IH_5_11 ,P ,2.02,0,4,3.4,1,,,8/6/24,8/13/24,8/20 no fruit 
E ,51,C ,NA ,,,,,,,,,,,
E ,51,D ,NA ,,,,,,,,,,,
E ,52,C ,buffer ,,,,,,,,,,,
E ,52,D ,buffer ,,,,,,,,,,,
E ,53,C ,buffer ,,,,,,,,,,,
E ,53,D ,buffer ,,,,,,,,,,,
F ,1,A ,buffer ,,,,,,,,,,,
F ,1,B ,buffer ,,,,,,,,,,,
F ,2,A ,buffer ,,,,,,,,,,,
F ,2,B ,buffer ,,,,,,,,,,,
F ,3,A ,buffer ,,,,,,,,,,,
F ,3,B ,buffer ,,,,,,,,,,,
F ,4,A ,NA ,,,,,,,,,,,
F ,4,B ,12,,,,,,,,,,,
F ,5,A ,952,,,,,,,,,,,6/25/24 wilted 
F ,6,A ,768,,,,,,,,,,,6/25/24 wilted 
F ,6,B ,1118,,,,,,,,,,,No leaves at planting 
F ,7,A ,993,,,,,,,,,,,6/25/24 wilted 
F ,7,B ,IH_1_12 ,X ,2.05,0,0,NA ,1,3.8,0.6,10/23/24,,height: 22.2
F ,8,A ,535,,,,,,,,,,,6/25/24 wilted 
F ,8,B ,729,,,,,,,,,,,7/9 gone 
F ,9,A ,273,,,,,,,,,,,6/25/24 wilted 
F ,9,B ,1390,,,,,,,,,,,
F ,10,A ,1169,,,,,,,,,,,
F ,10,B ,1146,,,,,,,,,,,6/25/24 wilted 
F ,11,A ,23,,,,,,,,,,,exposed roots / reburied 6/25/24 wilting 
F ,11,B ,510,,,,,,,,,,,
F ,12,A ,80,,,,,,,,,,,
F ,12,B ,1178,,,,,,,,,,,6/25/24 wilted 
F ,13,A ,645,,,,,,,,,,,
F ,13,B ,160,,,,,,,,,,,7/9/24 wilted 
F ,14,A ,529,,,,,,,,,,,
F ,14,B ,1251,,,,,,,,,,,Missing 
F ,15,A ,712,,,,,,,,,,,
F ,15,B ,1200,,,,,,,,,,,
F ,16,A ,1463,V ,0.91,0,0,NA ,1,1.9,1.1,,,h= 3.6 
F ,16,B ,401,,,,,,,,,,,
F ,17,A ,146,,,,,,,,,,,
F ,17,B ,377,,,,,,,,,,,
F ,18,A ,131,,,,,,,,,,,
F ,18,B ,208,,,,,,,,,,,Missing 
F ,19,A ,1061,,,,,,,,,,,
F ,19,B ,NA ,,,,,,,,,,,
F ,20,A ,1321,V ,2.38,0,0,NA ,1,4.1,3,10/23/24,,h= 8.5 
F ,20,B ,1338,,,,,,,,,,,
F ,21,A ,1270,,,,,,,,,,,6/18 extremely wilted 
F ,21,B ,520,V ,1.27,0,0,NA ,1,1.6,0.8,10/23/24,,h= 8.4 
F ,22,A ,492,V ,1.72,0,0,NA ,1,4.7,4,10/23/24,,h = 9.0 
F ,22,B ,515,,,,,,,,,,,
F ,23,A ,1170,,,,,,,,,,,
F ,23,B ,108,,,,,,,,,,,
F ,24,A ,TM2_2_4 ,,,,,,,,,,,mistakenly coded as TM2-fruiting prior 7/23 / had fruits in 2023 and survived winter 
F ,24,B ,81,,,,,,,,,,,
F ,25,A ,402,V ,1.99,0,0,NA ,1,6,4.1,10/23/24,,h= 6.9 
F ,25,B ,367,,,,,,,,,,,
F ,26,A ,WL2_8_4 ,P ,1.19,0,5,0.5,,,,9/3/24,8/13/24,6/25/24 was budding last week/not marked 8/13 harvested 4 matrue fruit still has unmature fruit 
F ,26,B ,13,,,,,,,,,,,
F ,27,A ,1391,,,,,,,,,,,6/25/24 wilted 
F ,27,B ,138,,,,,,,,,,,
F ,39,A ,861,V ,2.07,0,0,NA ,1,2.9,2.2,10/23/24,,h= 7.4 
F ,39,B ,1237,,,,,,,,,,,
F ,40,A ,1009,,,,,,,,,,,
F ,40,B ,NA ,,,,,,,,,,,
F ,41,A ,425,,,,,,,,,,,
F ,41,B ,547,V ,1.15,0,0,NA ,1,3,2.6,10/23/24,,h= 8.6 
F ,42,A ,1179,,,,,,,,,,,
F ,42,B ,CC_3_11 ,P ,2.19,0,6,4.6,1,12.5,7.8,8/13/24,10/9/24,10/9 only 3 fruits on plant tiny flowers 7/16 8/20 tape 
F ,43,A ,678,,,,,,,,,,,6/18/24 extremely wilted 
F ,43,B ,CC_8_11 ,X ,0.97,0,0,NA ,1,4.1,0.6,9/17/24,NA ,9/17 no fruit
F ,44,A ,NA ,,,,,,,,,,,
F ,44,B ,NA ,,,,,,,,,,,
F ,45,A ,172,,,,,,,,,,,6/25/24 wilted 
F ,45,B ,896,,,,,,,,,,,Dead at planting 
F ,46,A ,buffer ,,,,,,,,,,,
F ,46,B ,buffer ,,,,,,,,,,,
F ,47,A ,buffer ,,,,,,,,,,,
F ,47,B ,buffer ,,,,,,,,,,,
F ,1,C ,buffer ,,,,,,,,,,,
F ,1,D ,buffer ,,,,,,,,,,,
F ,2,C ,buffer ,,,,,,,,,,,
F ,2,D ,buffer ,,,,,,,,,,,
F ,3,C ,buffer ,,,,,,,,,,,
F ,3,D ,buffer ,,,,,,,,,,,
F ,4,C ,1047,,,,,,,,,,,6/25/24 wilted 
F ,4,D ,472,,,,,,,,,,,6/25/24 wilted 
F ,5,C ,NA ,,,,,,,,,,,
F ,5,D ,820,,,,,,,,,,,6/25/24 wilted 
F ,6,C ,745,,,,,,,,,,,
F ,6,D ,565,V ,1.16,0,0,NA ,1,3.6,2.6,10/23/24,,h= 4.5 
F ,7,C ,1236,,,,,,,,,,,
F ,7,D ,1249,,,,,,,,,,,
F ,8,C ,SC_6_12 ,V ,2.57,0,0,NA ,1,3,2.1,10/23/24,,h= 4.9 
F ,8,D ,496,,,,,,,,,,,
F ,9,C ,930,,,,,,,,,,,6/18/24 no leaves 
F ,9,D ,1065,,,,,,,,,,,
F ,10,C ,NA ,,,,,,,,,,,
F ,10,D ,115,,,,,,,,,,,6/25/24 wilted 
F ,11,C ,965,,,,,,,,,,,6/25/24 wilted 
F ,11,D ,257,,,,,,,,,,,extremly wilted 
F ,12,C ,1440,,,,,,,,,,,7/9/24 wilted 
F ,12,D ,107,,,,,,,,,,,6/25/24 wilted 
F ,13,C ,432,,,,,,,,,,,
F ,13,D ,188,,,,,,,,,,,6/25/24 wilted 
F ,14,C ,357,,,,,,,,,,,7/9/24 wilted 
F ,14,D ,302,,,,,,,,,,,
F ,15,C ,455,,,,,,,,,,,
F ,15,D ,689,,,,,,,,,,,
F ,16,C ,316,,,,,,,,,,,6/18/24 roots exposed/reburied / 6/25/24 wilted 
F ,16,D ,NA ,,,,,,,,,,,
F ,17,C ,1008,,,,,,,,,,,
F ,17,D ,NA ,,,,,,,,,,,
F ,18,C ,1453,,,,,,,,,,,
F ,18,D ,64,V ,1.21,0,0,NA ,1,2.2,1.6,10/23/24,,h= 5.2
F ,19,C ,NA ,,,,,,,,,,,
F ,19,D ,217,,,,,,,,,,,6/25/24 wilted 
F ,20,C ,1222,,,,,,,,,,,
F ,20,D ,381,V ,2.01,0,0,NA ,1,3.4,2.6,10/23/24,,h= 7.5 
F ,21,C ,258,,,,,,,,,,,6/25/24 wilted 
F ,21,D ,730,,,,,,,,,,,
F ,22,C ,295,V ,2.06,0,0,NA ,1,5.6,4.1,10/23/24,,h= 7.2 
F ,22,D ,209,,,,,,,,,,,
F ,23,C ,SC_2_23 ,P ,4.85,0,8,5.9,1,,,9/3/24,9/10/24,8/20 tape 
F ,23,D ,473,,,,,,,,,,,6/25/24 wilted 
F ,24,C ,274,,,,,,,,,,,
F ,24,D ,1297,,,,,,,,,,,
F ,25,C ,746,,,,,,,,,,,
F ,25,D ,991,,,,,,,,,,,
F ,26,C ,122,,,,,,,,,,,
F ,26,D ,346,,,,,,,,,,,
F ,27,C ,1405,,,,,,,,,,,Possible herbivory on stem at planting / no leaves 
F ,27,D ,908,,,,,,,,,,,7/2 base of Stem dying 
F ,38,D ,709,,,,,,,,,,,
F ,39,C ,571,,,,,,,,,,,
F ,39,D ,179,,,,,,,,,,,
F ,40,C ,65,,,,,,,,,,,6/25/24 wilting 
F ,40,D ,554,,,,,,,,,,,6/25/24 wilting 
F ,41,C ,329,,,,,,,,,,,6/25/24 wilted 
F ,41,D ,314,V ,2.4,0,0,NA ,1,5.9,5.1,10/23/24,,h=8.4 
F ,42,C ,147,,,,,,,,,,,6/25/24 wilted 
F ,42,D ,927,,,,,,,,,,,6/25/24 wilted 
F,43,C ,CC_9_11 ,P,1.87,0,1,2.5,1,,,8/20/24,,8/20 tape 
F,43,D ,652,,,,,,,,,,,6/25/24 wilted / 7/2 base of stem dying 
F ,44,C ,IH_4_11 ,V ,1.89,0,0,NA ,1,4.1,4.1,10/23/24,,h= 19.1 
F ,44,D ,NA ,,,,,,,,,,,
F ,45,C ,717,,,,,,,,,,,
F ,45,D ,buffer ,,,,,,,,,,,
F ,46,C ,66,,,,,,,,,,,6/18/24 roots exposed / reburied 
F ,46,D ,1460,,,,,,,,,,,6/18/24 stem exposed / reburied 
F ,47,C ,buffer ,,,,,,,,,,,
F ,47,D ,buffer ,,,,,,,,,,,
G ,1,A ,buffer ,,,,,,,,,,,
G ,1,B ,buffer ,,,,,,,,,,,
G ,2,A ,buffer ,,,,,,,,,,,
G ,2,B ,buffer ,,,,,,,,,,,
G ,3,A ,buffer ,,,,,,,,,,,
G ,3,B ,buffer ,,,,,,,,,,,
G ,4,A ,1238,,,,,,,,,,,
G ,4,B ,456,,,,,,,,,,,
G ,5,A ,1392,,,,,,,,,,,7/2 wilting 
G ,5,B ,IH_4_12 ,,,,,,,,,,,no leaves 
G ,6,A ,82,,,,,,,,,,,6/25/24 wilted 
G ,6,B ,14,,,,,,,,,,,6/25/24 wilted 
G ,7,A ,537,,,,,,,,,,,herbivory 
G ,7,B ,933,,,,,,,,,,,
G ,8,A ,YO7_6_15 ,P ,1.69,0,15,2.2,2,9.6,9.5,8/13/24,8/13/24,7/16 remaining flowers are dry 8/13 dehiscing lost some seed/5 fruit still ripening/8 partially dihisced fruit collected 
G ,8,B ,499,,,,,,,,,,,6/25/24 wilted 
G ,9,A ,163,,,,,,,,,,,
G ,9,B ,305,,,,,,,,,,,6/25/24 wilted 
G ,10,A ,387,,,,,,,,,,,6/25/24 wilted 
G ,10,B ,153,,,,,,,,,,,6/25/24 wilted 
G ,11,A ,249,,,,,,,,,,,7/2 roots exposed reburned 
G ,11,B ,747,,,,,,,,,,,7/9/24 wilted 
G ,12,A ,892,,,,,,,,,,,6/25/24 wilted 
G ,12,B ,731,,,,,,,,,,,7/2 wilting 
G ,13,A ,606,,,,,,,,,,,6/18/24 very wilted/roots exposed 
G ,13,B ,1501,,,,,,,,,,,6/18/24 roots exposed 6/25/24 wilted 
G ,14,A ,365,,,,,,,,,,,
